Category,Unique Value,Keep
Additional_Information,Sample Description: Mouse Brain 2nd series,
Tissue_Modification,Extract,
MALDI_Matrix,"1,8,9-anthracenetriol (Dithranol)",
Sample_Growth_Conditions,Ad lib,
Organism_Part,PSM,
Condition,High-grade serous tumor,
Additional_Information,Publication DOI: doi: 10.1158/0008-5472.CAN-16-1545,
Organism,Earthworm,
Additional_Information,Sample Description: Rat Kidney with sublimated DHB matrix,
Tissue_Modification,HHQ spotted molecule 100 attomol/µl,
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 100 attomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Organism,Lucilia sericata,
Sample_Growth_Conditions,Not grown,
Additional_Information,Sample Description: Penmark,
Organism,Candida albicans | Escherichia coli,
Tissue_Modification,Ammonium Acetate wash,
Additional_Information,"Sample Description: Mouse Brain 2nd series
Sample Preparation: Wash condition n°2 : ammonium acetate pH = 6.7",
Additional_Information,"Sample Description: Mouse Brain 2nd series
Sample Preparation: Wash condition n°1 : ammonium formate pH = 6.4",
Organism,Candida albicans,
Tissue_Modification,HHQ spotted molecule 1 picomol/µl,
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 1 picomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Tissue_Modification,HHQ spotted molecule 10picomol/µl,
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 10 picomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Organism_Part,Somite,
Tissue_Modification,HHQ spotted molecule 10 femtomol/µl,
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 10 femtomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Condition,"Cancer, serous tumor, borderline",
Additional_Information,Sample Description: Epididymis project of Karolina Modzelewska,
Additional_Information,Sample Description: HepaRG + LPS 16hrs Non stained,
Condition,"Cancer, primary",
Condition,AD,
Additional_Information,Sample Description: 100 x 100 um pixel size,
Sample_Growth_Conditions,Culture 3D,
Organism,Non-human primate,
Additional_Information,"Sample Description: Jejunum
Sample Preparation: Jejunum opened and rolled to increase analysis length, embedded in CMC and sectioned at 10 um.
Expected Molecules: Lipids and metabolites
Publication DOI: Not yet",
Organism,Sponge,
Organism_Part,Solid tumor,
Additional_Information,"Sample Description: Solid tumor from LCC6 cell line orthotopically implanted
Sample Preparation: 10 um thick section ",
Organism_Part,Buccal mucosa,
Sample_Growth_Conditions,Wild,
Additional_Information,"Sample Description: Spleen from mouse model with LCC6 cell line orthotopically implanted
Sample Preparation: 10 um thick section ",
Additional_Information,"Sample Description: Liver from mouse model with LCC6 cell line orthotopically implanted
Sample Preparation: 10 um thick section ",
Additional_Information,"Sample Description: dried_droplet, standards",
Additional_Information,"Sample Description: dried_droplet, standards
Expected Molecules: https://docs.google.com/spreadsheets/d/18SH1VkvNPvrWoZMR7P6cJ0cbqa1piDUxI9zUO5SeqD8/edit#gid=1035583681",
Organism,Escherichia coli,
Additional_Information,"Sample Preparation: 10mg DMAN dissolved in 200ul MeOH, dried in sublimation chanmber and applied on sample",
Organism,Coleus,
Organism_Part,Jejunum,
Additional_Information,Sample Description: Ovarian tissue,
Organism_Part,Mammary gland,
Sample_Growth_Conditions,Dosed,
Organism_Part,Tail,
Condition,Reaggregates,
Organism,Cavia porcellus (guinea pig),
Organism_Part,Gastrocnemius,
Organism,Penmark,
Additional_Information,"Sample Description: Ovarian tissues were obtained from age-matched healthy and
cancerous C-strain white leghorn commercial egg laying hens. Birds were managed in accordance with the Institute for Laboratory Animal Research Guide, and all husbandry practices were approved by North Carolina State University Institutional Animal Care and Use Committee (IACUC). 
Sample Preparation: Tissues were flash frozen in isopentane chilled in a liquid nitrogen bath, and stored at −80 °C until the time of the experiment. The tissues were sectioned into 10 μm-thick sections at −20 °C using a Leica CM1950 cryostat (Buffalo Grove, IL, USA). The tissue sections were thaw mounted onto pre-cleaned glass microscope slides, and were analyzed right away.
Publication DOI: 10.1039/c5an01513h",
Organism,Macaca mulatta,
Additional_Information,"Sample Description: One healthy male rhesus macaque (Macaca mulatta) was given
7 daily oral doses of 200 mg of efavirenz (EFV). This dose of EFV equates to roughly 60 mg/kg and is consistent with standard treatment doses for SIV. The animal was euthanized by pentobarbital overdose 24 h after the final dose of EFV, and necropsy was performed by the pathology staff at the California National Primate Research Center.
Sample Preparation: Tissue samples were snap-frozen on dry ice and stored at 80°C until analysis. Ten micron sections of each tissue (dosed
and nondosed) were sliced and thaw mounted on a single glass
microscope slide uniformly coated with internal standards.  
Publication DOI: 10.1128/AAC.04952-14",
Additional_Information,"Imaging conducted at 10 pixels per second (MS scan time 0.086s- interscan time 0.014s). Pixel dimensions 100 micron x 100 micron, therefore stage x-speed 1mm/s. 
Total acquisition time ~30 minutes
Publication DOI: Not yet",
Additional_Information,"Sample Preparation: 20mg DMAN dissolved in 200ul MeOH, dried in sublimation chanmber and applied on sample, 30att, no 10% filter

PFA 2% 5min",
Additional_Information,"Sample Preparation: 20mg DMAN dissolved in 200ul MeOH, dried in sublimation chanmber and applied on sample, 25att, no 10% filter

PFA 2% 5min",
Additional_Information,"Sample Description: HepaRG + LPS 16hrs Stained
Sample Preparation: Spray robot: DHB
- flow: 0.05mg/ml
- conc: 10mg/ml
- passages: 20
- matrix density: 0.00417 mg/mm2",
Additional_Information,"Sample Description: Human cervical tissues were obtained from the University of North Carolina Tissue Procurement Facility through UNC IRB #09-0921. 

Sample Preparation: The tissues were prepared and incubated in FTC, TFV, and RAL at a concentration of 100 μg/mL as previously described [49].Tissues were cryosectioned using a Leica CM1950 cryomicrotome (Buffalo Grove, IL, USA) to a thickness of 10 μm.
Publication DOI: 10.1007/s00216-014-8220-y",
Tissue_Modification,Paraformaldehyde,
Additional_Information,"dede
Sample Description: degt
Sample Preparation: frefqre
Expected Molecules: fwer",
Sample_Stabilisation,Dehydration,
Sample_Stabilisation,Fresh_Frozen,
MALDI_Matrix,4-Phenyl-alpha-cyanocinnamic acid amide,
Condition,Diabetic,
Additional_Information,"NA
Sample Description: NA
Sample Preparation: NA
Expected Molecules: NA
Publication DOI: NA",
Additional_Information,"Colorectal adenoma
From the paper Oetjen et al. (2015) GigaScience, doi:10.1186/s13742-015-0059-4
Data from http://www.ebi.ac.uk/metabolights/MTBLS176",
Condition,NASH,
Sample_Stabilisation,Flat,
Organism_Part,GEMM Tumor,
Condition,Dosed vs. vehicle,
Additional_Information,"NA
Sample Description: NA
Sample Preparation: NA
Expected Molecules: Tryptophan Metabolism Pathway
Publication DOI: NA",
Additional_Information,AP-SMALDI10 Q-E Plus,
Condition,Lean,
MALDI_Matrix_Application,spraying with 100% EtOH,
Additional_Information,"NA
Sample Preparation: NA
Expected Molecules: tryptophan pathway
Publication DOI: NA",
Condition,Bacteria,
Sample_Growth_Conditions,Pot,
Condition,Fungi,
Additional_Information,"Sample Description: Breast tissue
Sample Preparation: See MetaboLights repository MTBLS273
Publication DOI: 10.1158/0008-5472.can-14-2258",
Additional_Information,"Sample Preparation: See MetaboLights repository MTBLS289
Publication DOI: 10.1007/s00216-012-5841-x",
Additional_Information,Publication DOI: http://dx.doi.org/10.1039/C3CC48927B,
Additional_Information,"Sample Description: Breast_tissue
Sample Preparation: See_MetaboLights_repository_MTBLS273
Publication DOI: http://www.ebi.ac.uk/metabolights/MTBLS273",
Tissue_Modification,PBS,
Organism,Acromyrmex echinatior,
Organism_Part,Thorax exoskeleton,
Organism,Acromyrmex octospinosus,
Condition,"Infected, Escovopsis - no Pseudonocardia bacteria",
Condition,"Infected, Trichoderma",
Tissue_Modification,Sch,
Additional_Information,Sample Description: 100um x 100um,
Organism,Apple,
Additional_Information,"Sample Preparation: , QExactive+",
Organism,Control,
Organism_Part,Control,
Additional_Information,"Sample Description: tape
Sample Preparation: AP-SMALDI10",
Condition,Healthy and Diabetic,
MALDI_Matrix_Application,tm sprayer,
Additional_Information,synapt,
Organism_Part,EMT6 Tumors,
Additional_Information,Sample Preparation: AP-SMALDI5 AF ,
Organism,Barley,
Additional_Information,"Expected Molecules: [[""PC(13:0/13:0)"", """", ""C34H68NO8P""],  [""PE(12:0/12:0)"", """", ""C29H58NO8P""],  [""PG(12:0/12:0)"", """", ""C30H59O10P""],  [""PS(12:0/12:0)"", """", ""C30H58NO10P""],  [""PA(12:0/12:0)"", """", ""C27H53O8P""],  [""Ceramide (d18:1/12:0)"", """", ""C30H59NO3""],  [""lyso PC(13:0)"", """", ""C21H44NO7P""],  [""Sitosterol"", """", ""C29H50O""],  [""lyso PE(13:0)"", """", ""C18H38NO7P""],  [""lyso PG(13:0)"", """", ""C19H39O9P""],  [""GlcCer(d18:1/12:0)"", """", ""C36H69NO8""],  [""Cardiolipin(56:0)"", """", ""C65H124Na2O17P2""],  [""TAG(17:0/17:1/17:0)"", """", ""C54H97D5O6""],  [""lyso PS(13:0)"", """", ""C19H38NO9P""],  [""lyso PI(13:0)"", """", ""C22H43O12P""],  [""ganglioside"", """", ""C73H130N3NaO31""]]",
Organism,Danio rerio,
Organism,Olavius ilvae,
Additional_Information,"Sample Description: Streamline MetaSpace to Metabolights
Sample Preparation: Specific DHB preparation of epididymis sections",
Tissue_Modification,Homogenisation,
Additional_Information,Mimetic tissue: matrix optimization,
Additional_Information,Mimetic tissue: protocol optimization,
Organism_Part,MLN,
Sample_Growth_Conditions,Enviromental,
Additional_Information,"Mimetic tissue: matrix optimization
Expected Molecules: ATP",
MALDI_Matrix_Application,spotting,
Additional_Information,"Sample Description: ATP standard 5 mM to 0.5 nM with 9-AA blank
Sample Preparation: 50:50 MeOH/water solution* dried at RT
*Samples with high concentration are a suspension rather than a solution.
Spots applied to the metal plate pre-cooled on regular ice to minimize solvent evaporation during sample prep.
All work done in nitrogen atmosphere to avoid air moisture condensation on the cold metal plate.",
Additional_Information,"Sample Description: ATP standard 5 mM to 0.5 nM with a DHB blank
Sample Preparation: 50:50 MeOH/water solution dried at RT.
Spots applied to the metal plate pre-cooled on regular ice to minimize solvent evaporation during sample prep.
All work done in nitrogen atmosphere to avoid air moisture condensation on the cold metal plate.
Expected Molecules: ATP",
Organism,Xiphidium caeruleum,
Condition,Necrotic lesion,
Additional_Information,"Mimetic tissue: matrix optimization
Sample Description: ATP standard 100 mM
Expected Molecules: ATP",
Additional_Information,"Mimetic tissue: matrix optimization
Sample Description: ATP standard 5 mM to 0.5 nM with a DHB blank
Sample Preparation: 50:50 MeOH/water solution dried at RT
Expected Molecules: ATP",
Additional_Information,"Mimetic tissue: matrix optimization
Sample Description: ATP standard 100 mM, 10 mM, blank
Expected Molecules: ATP",
Additional_Information,"Sample Description: ATP-Mg2+ standard 25 mM to 250 pM with a 9AA blank
Sample Preparation: 50:50 '95%EtOH':water solution
Spot 2 microliters on metal plate on regular ice to prevent solvent evaporation. 
Transfer metal plate on dry-ice+ACN (~ -40oC) to quickly freeze the spots.
Dessicate sample from frozen.
All work carried out in nitrogen atmosphere to avoid any air moisture condensation on metal plate, which ruins it.
Expected Molecules: ATP",
Additional_Information,"Mimetic tissue: ATP detection
Sample Description: ATP standard 100 mM to 0.5 nM with a blank
Expected Molecules: ATP",
Sample_Growth_Conditions,Environmetal,
Additional_Information,Mimetic tissue: different organs,
Condition,"Cancer, primary, GIST",
Additional_Information,"Mimetic tissue: different organs
Sample Description: [[Liver, Heart, Muscle], [Lung, Kidney, Brain]]",
Additional_Information,Cellzome standards,
MALDI_Matrix_Application,IMatrixSpray,
Additional_Information,"Mimetic tissue: different organs
Sample Description: [[Liver, heart, muscle], [Lung, kidney, brain]]",
Additional_Information,"Sample Description: Standards: [10-3, 10-4, 10-5]
Sample Preparation: 0.5 μL standards dilution + 0.5 μl DHB matrix",
Additional_Information,"https://www.ebi.ac.uk/metabolights/MTBLS313
Publication DOI: 10.1038/nmeth.4072",
Sample_Growth_Conditions,Dmem,
Additional_Information,"Sample Description: ATP standard 100 mM to 10 nM with a blank
[10 mM, 100 mM, blanck], [10 μM, 100 μM, 1 mM]. [10 nm, 100 nm, 1 μM]
Expected Molecules: ATP",
Additional_Information,"Mimetic tissue: ATP detection
Sample Description: ATP standard 100 mM to 10 nM with a blank
[10 mM, 100 mM, blanck], [10 μM, 100 μM, 1 mM]. [10 nm, 100 nm, 1 μM]
Expected Molecules: ATP",
MALDI_Matrix,DHB and DAN,
Additional_Information,"Sample Description: Standards [1:10+DHB, 1:100+DHB], [1:10+DAN, 1:100+DAN]
Sample Preparation: 0.5 μL standard dilution + 0.5 μL matrix
Dilution with methanol",
Condition,Nona,
Additional_Information,"Mimetic tissue: ATP detection
Sample Description: ATP [1 mM, 100µM, blank], [blank, 100 mM, 10 mM]
Expected Molecules: ATP",
Additional_Information,"Sample Description: ATP [10mM, 100mM, blank], [ - , 100 μL, 
Expected Molecules: ATP",
Additional_Information,Expected Molecules: ATP,
Organism_Part,Peritoneum,
Condition,Atherosclerosis plaque,
Additional_Information,Mimetic tissue,
Additional_Information,Brain section,
Organism,Leptosphaeria maculans,
Additional_Information,"Sample Description: The imaging data sets are produced on MALDI LTQ Orbitrap XL . They are measurements of Wild type mice liver tissues. The aim is to compare two groups of these liver tissues (control and fasting) regarding their lipids/ metabolites content.

Tissues are scanned in a horizontal raster mode with a lateral resolution of 100 µm in a meandering pattern with a laser beam size of 80 µm×60 µm. Full scan mass spectra were registered in positive ion mode averaging 2 microscans per step at m/z 200–1500 Da mass range, and a mass resolution of 60000 was used on the FT MS analyzer.
Sample Preparation: LTQ Orbitrap",
Organism_Part,Colony,
Sample_Growth_Conditions,Microchanel,
Organism_Part,Leaves,
Organism,Worm,
Condition,Control and resistance,
MALDI_Matrix_Application,Sieving,
Additional_Information,primary cells,
Organism_Part,Spreadout,
Organism_Part,T84 cells Gut,
Condition,K12,
Organism_Part,Tripartite,
Additional_Information,Sample Description: primary cells,
MALDI_Matrix,DHB/Fe3O4,
MALDI_Matrix,Pt,
MALDI_Matrix,Ti,
MALDI_Matrix,Cu,
MALDI_Matrix,Ni,
Additional_Information,"-
Sample Description: rat liver control before treating with Donepezil
Sample Preparation: section 10µm; matrix application with SunCollect sprayer
Expected Molecules: -
Publication DOI: -",
Additional_Information,"-
Sample Description: rat brain 
drug dosed animal
Sample Preparation: section 10µm; matrix application with SunCollect sprayer
Expected Molecules: -
Publication DOI: -",
Additional_Information,"-
Sample Description: rat liver treated with 30 mg Donepezil
Sample Preparation: section 10µm; matrix application with SunCollect sprayer
Expected Molecules: -
Publication DOI: -",
Condition,Wildtype and knock out,
Condition,"Cancer, gastric model",
Additional_Information,Publication DOI: https://doi.org/10.1016/j.neo.2016.07.002,
Additional_Information,Publication DOI: https://doi.org/10.1016/j.bbadis.2017.04.006,
MALDI_Matrix,"2,5-dihydroxybenzoic acid (DHB)/Fe3O4 binary mix",
Additional_Information,"Sample Description: Rat Prostate cancer 
Sample Preparation: Specific DCTB preparation for Chlordecone detection
Expected Molecules: Chlordecone : C10Cl10O2H2",
Organism,Chenopodium quinoa,
Organism,Thapsia garganica,
Additional_Information,Sample Description: Sample is analyzed by LESA imaging after we performed MALDI imaging. ,
Sample_Growth_Conditions,Other,
Additional_Information,"Sample Description: Rat Prostate cancer 
Sample Preparation: Specific DCTB preparation for Chlordecone detection",
Organism,Trifolium repens,
Additional_Information,QExactive HF; AP-SMALDI5 AF,
Organism,Sal,
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB standard method",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB standard method but 0.5 bar",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB standard method with MeOH recrystallization",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB MeOH/H2O",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB prewash MeOH",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB-MeOH prewash MeOH",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB_standard",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB_standard + prespray MeOH",
Organism,Laccaria bicolor and pseudotsuga menziesii,
Organism_Part,"Root, hyphae",
MALDI_Matrix_Application,manual,
Tissue_Modification,HHQ spotted molecule 1 femtomol/µl,
MALDI_Matrix_Application,Spray_Robot,
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 1 femtomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Additional_Information,"Sample Preparation: 12 um sections, sagattial plane, thaw mounted on ITO",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB_standard + Gelatine",
Additional_Information,Sample Description: MTBLS273; recalibrated imzML file,
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: LDI",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHBstandard_Gelatine",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: 300µl_5mg/ml_7/3EtOH/H2O
Gelatine",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: 300µl_20mg/ml_1/1EtOH/H2O
Gelatine",
MALDI_Matrix_Application,Spray coating,
Additional_Information,"Method (will be) published in Chemistry and Physics of Lipids.
AP-SMALDI 10
Sample Description: Four textile swatches combined in one image. Lard was applied to swatches, which were washed with lipase containing laundry detergent. 
Sample Preparation: Method (will be) published in Chemistry and Physics of Lipids.
Expected Molecules: TGAs, DGAs, MGAs and FFAs.",
Organism,Strigeidida,
Additional_Information,AP-SMALDI5 AF,
Organism,Aconitum lycoctonum,
Organism_Part,Intestinal mucus,
Organism_Part,Stomach mucus,
Organism,Grape berries,
Additional_Information,Sample Description: MTBLS385; recalibrated imzML file,
Organism_Part,Plantlet,
Condition,Wild type VS mutant,
Organism,Bellis perennis,
Organism,Paramecium caudatum,
Additional_Information,"AP-SMALDI10
Sample Preparation: AP-SMALDI10",
Additional_Information,"3.8 pixel/s; QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI5 AF ",
Additional_Information,"QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI5 AF ",
Additional_Information,"Smartpixel; QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI5 AF ",
Condition,Early,
Condition,Ripe,
Condition,Late,
Organism,2 € coin,
Organism_Part,Kidney | Muscle,
Condition,Coculture Human HEK293T with Mouse NIH/3T3,
Condition,Atherosclerosis,
Organism,Spruce,
Condition,Control obese,
Additional_Information,Publication DOI: 10.1017/S1551929516000018,
MALDI_Matrix_Application,Bruker Sprayer,
Additional_Information,Data from 2013,
Organism,Caco-2,
Condition,Wt,
Additional_Information,"Sample Description: sagittal mouse brain section 10µm section, DHB sprayed, measured by solariX 2XR
Sample Preparation: HTX M3 for DHB spray",
MALDI_Matrix,5-chloro-2-Mercaptobenzothiazole (CMBT),
Sample_Growth_Conditions,CO2,
Organism_Part,Aorta,
Organism,Acromyrmex octospinosus | Pseudonocardia bacteria,
Organism,Acromyrmex echinatior | Pseudonocardia bacteria,
Condition,"Infected, Escovopsis; Trichoderma; Metarhizium - pesudo-free",
Condition,Control and Escovopsis-infected,
Organism,Gallus domesticus (chicken) and sus scrofa domesticus (pig),
Organism_Part,Muscle and liver,
Additional_Information,"QExactive+
AP-SMALDI 10",
Organism_Part,Liver_PA,
Condition,Store bought,
Sample_Stabilisation,Liquid N2,
Sample_Stabilisation,Al foil +liquid N2,
Additional_Information,"Sample Description: Sublimation of serial section 
Sample Preparation: Sublimation then recrystallization 80C 0.5% AcOH 3.5 min",
Organism,Fish,
Organism,Populus nigra,
Condition,ZRV,
Sample_Growth_Conditions,Environment,
Additional_Information,"AP-SMALDI 10
Sample Description: Clinical Glioma #1382FF m/z610-880",
Additional_Information,"AP-SMALDI 10
Sample Description: Clinical Glioma m/z145-155",
Additional_Information,"AP-SMALDI 10
Sample Description: Clinical Glioma m/z610-880",
Additional_Information,"
 Auto recal {'polarity': 'Negative', 'organ': 'Brain', 'source': 'MALDI', 'database': 'HMDB'}
Sample Preparation: LTQ Orbitrap",
Additional_Information,"KPMP
Sample Description: Fresh Frozen in Liquid N2 without Al, from UTHSA",
Sample_Growth_Conditions,Cf,
Additional_Information,"
 Auto recal {'polarity': 'Positive', 'organ': 'Kidney', 'source': 'MALDI', 'database': 'HMDB-v2.5'}",
Additional_Information,"
 Auto recal {'polarity': 'Positive', 'organ': 'Kidney', 'source': 'MALDI', 'database': 'HMDB'}",
