Category,Unique Value,Keep
Organism,bacteria,FALSE
MALDI_Matrix,norhramne,
Additional_Information,"Sample Description: 50uM treated spheroid group,PI stained",
Additional_Information,Sample Description: KPMP Kidney,
Additional_Information,Sample Description: 50uM treated spheroid group,
Additional_Information,Sample Description: 100uM treated spheroid group,
Additional_Information,Sample Description: untreated spheroid group,
Tissue_Modification,Glutaraldehyde,
Organism,Setaria,FALSE
Organism,Ciliate,FALSE
Sample_Stabilisation,Methanol,
MALDI_Matrix_Application,TmSprayer,
Condition,TCEA positive,
Tissue_Modification,"Substrate covered, Protease Inhibitor Mixture covered",FALSE
Additional_Information,"Sample Description: mouse stomach, developing stomach cancer
Sample Preparation: Samples were prepared for endogenous activity analysis by applying tracer peptide and incubate at 37°C, 95% humidity for 30 min. This sample was additionally covered with protease inhibitor mixture
Expected Molecules: Substance p",
Tissue_Modification,Substrate covered,FALSE
Additional_Information,"Sample Description: mouse stomach, developing stomach cancer
Sample Preparation: Samples were prepared for endogenous activity analysis by applying tracer peptide and incubate at 37°C, 95% humidity for 30 min. This sample was not covered with an inhibitor
Expected Molecules: Substance p",
Tissue_Modification,"Substrate covered, Protease Inhibitor Mix covered",FALSE
Additional_Information,"Sample Description: wild-type mouse stomach
Sample Preparation: Samples were prepared for endogenous activity analysis by applying tracer peptide and incubate at 37°C, 95% humidity for 30 min. This sample was additionally covered with an protease inhibitor mixture
Expected Molecules: Substance p",
Additional_Information,"Sample Description: wild-type mouse stomach
Sample Preparation: Samples were prepared for endogenous activity analysis by applying tracer peptide and incubate at 37°C, 95% humidity for 30 min. This sample was not covered with an inhibitor
Expected Molecules: Substance p",
Organism_Part,Dorsal root ganglion,FALSE
Organism,Schistosoma mansoni,FALSE
Sample_Growth_Conditions,Bisexual infection,
Additional_Information,Sample Preparation: Surface measurement,
Additional_Information,Sample Preparation: Homogenate,FALSE
MALDI_Matrix,,
MALDI_Matrix_Application,,
Additional_Information,Sample Description: KPMP CMC Protocol,
Organism,Intestinal lipids,FALSE
Organism,"Tripartite:bacteria, fungus, plant",FALSE
Sample_Growth_Conditions,different N2 concentration,
Sample_Growth_Conditions,nitrogen10mL,
Sample_Growth_Conditions,nitrogen5mL,
Organism,Canis familiaris,FALSE
Organism,Human (2),
Organism_Part,tissue homogenate,FALSE
Organism_Part,Whole_Organism,
Organism,A. mollis,FALSE
Organism,Alaskan Plant,FALSE
Additional_Information,Sample Description: Root tissue. Nuemann User proposal ,
Additional_Information,Sample Description: KPMP FFPE,
Organism,Microbial,FALSE
Tissue_Modification,Nonea,
MALDI_Matrix_Application,HDA,
Additional_Information,Publication DOI: N/A,
Tissue_Modification,Freeze dried,
Additional_Information,Sample Description: Just a test,
MALDI_Matrix,trans-2-[3-(4-tert-Butylphenyl)-2-methyl-2-propenylidene] malononitrile (DCTB),FALSE
Organism,Asclepias curassavica,FALSE
Organism,Hela,FALSE
Sample_Growth_Conditions,Cell monolayer,FALSE
MALDI_Matrix,"1,5-diaminonaphthalene (DAN), DHB",FALSE
Additional_Information,"Sample Description: Testing automatic acquisition with an offset
Four combinations of matrix-solvent compared on same cells
Sample Preparation: multiple matrices: DHB, DAN
multiple solvents: 70% ACN, 70% MeOH",
Additional_Information,"AP-SMALDI5 AF
Sample Preparation: Tissue section (micro embedding)",
Organism_Part,Cervix | Muscle,
Condition,Coculture Human HELA with Mouse NIH3T3,FALSE
Condition,Mouse NIH3T3,FALSE
Condition,Human HeLa,FALSE
Organism,Greek plant,FALSE
MALDI_Matrix,DHP,FALSE
Organism,Test,FALSE
Additional_Information,"test
Sample Description: testing multiwell acquisition, with an offset
Sample Preparation: multiple matrices: DHB, DAN, 9AA, NEDC,
contaminated throughout with proton sponge, I think
Expected Molecules: test",
Organism,Cyano+moss+fungus,FALSE
Sample_Stabilisation,Dried,
Additional_Information,"created multi image in SCiLS. 
Sample Description: Cyano + Moss + Fungus under three different nitrogen media conditions Day 7",
Additional_Information,"test
Sample Description: test of imaging artifact
Sample Preparation: test
Expected Molecules: test",
Additional_Information,"created multi image in METASPACE. resubmitted
Sample Description: Cyano + Moss under three different nitrogen media conditions Day 7",
Additional_Information,"test

Sample Description: testing multiwell acquisition, with an offset

Sample Preparation: multiple matrices: DHB, DAN, 9AA, NEDC,

contaminated throughout with proton sponge, I think
Expected Molecules: test
",
Additional_Information,"test
Sample Description: testing multiwell acquisition
Sample Preparation: multiple matrices: DHB, DAN, 9AA, NEDC,
contaminated throughout with proton sponge, I think
Expected Molecules: test",
Organism_Part,External tissues,
Condition,Waste water,
Sample_Growth_Conditions,Soil,FALSE
Organism_Part,Vascular tissues,
Additional_Information,Sample Description: Cyano + Moss under three different nitrogen media conditions Day 7,
Sample_Growth_Conditions,Soilbox,FALSE
Additional_Information,Sample Description: FUCCI : mAG-Geminin(1-110)  and mKO2-Cdt1(30-120),
MALDI_Matrix_Application,Spotted,FALSE
Condition,Died,
MALDI_Matrix_Application,sprayed,
Additional_Information,Sample Description: Mouse Brain 2nd series,
Tissue_Modification,Extract,FALSE
MALDI_Matrix,"1,8,9-anthracenetriol (Dithranol)",FALSE
Sample_Growth_Conditions,Ad lib,
Organism_Part,PSM,
Condition,High-grade serous tumor,
Additional_Information,Publication DOI: doi: 10.1158/0008-5472.CAN-16-1545,
Organism,Earthworm,FALSE
Additional_Information,Sample Description: Rat Kidney with sublimated DHB matrix,
Tissue_Modification,HHQ spotted molecule 100 attomol/µl,FALSE
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 100 attomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Organism,Lucilia sericata,FALSE
Sample_Growth_Conditions,Not grown,
Additional_Information,Sample Description: Penmark,FALSE
Organism,Candida albicans | Escherichia coli,FALSE
Tissue_Modification,Ammonium Acetate wash,
Additional_Information,"Sample Description: Mouse Brain 2nd series
Sample Preparation: Wash condition n°2 : ammonium acetate pH = 6.7",
Additional_Information,"Sample Description: Mouse Brain 2nd series
Sample Preparation: Wash condition n°1 : ammonium formate pH = 6.4",
Organism,Candida albicans,FALSE
Tissue_Modification,HHQ spotted molecule 1 picomol/µl,FALSE
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 1 picomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Tissue_Modification,HHQ spotted molecule 10picomol/µl,FALSE
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 10 picomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Organism_Part,Somite,
Tissue_Modification,HHQ spotted molecule 10 femtomol/µl,FALSE
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 10 femtomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Condition,"Cancer, serous tumor, borderline",
Additional_Information,Sample Description: Epididymis project of Karolina Modzelewska,
Additional_Information,Sample Description: HepaRG + LPS 16hrs Non stained,
Condition,"Cancer, primary",
Condition,AD,
Additional_Information,Sample Description: 100 x 100 um pixel size,
Sample_Growth_Conditions,Culture 3D,
Organism,Non-human primate,FALSE
Additional_Information,"Sample Description: Jejunum
Sample Preparation: Jejunum opened and rolled to increase analysis length, embedded in CMC and sectioned at 10 um.
Expected Molecules: Lipids and metabolites
Publication DOI: Not yet",
Organism,Sponge,FALSE
Organism_Part,Solid tumor,
Additional_Information,"Sample Description: Solid tumor from LCC6 cell line orthotopically implanted
Sample Preparation: 10 um thick section ",
Organism_Part,Buccal mucosa,
Sample_Growth_Conditions,Wild,
Additional_Information,"Sample Description: Spleen from mouse model with LCC6 cell line orthotopically implanted
Sample Preparation: 10 um thick section ",
Additional_Information,"Sample Description: Liver from mouse model with LCC6 cell line orthotopically implanted
Sample Preparation: 10 um thick section ",
Additional_Information,"Sample Description: dried_droplet, standards",FALSE
Additional_Information,"Sample Description: dried_droplet, standards
Expected Molecules: https://docs.google.com/spreadsheets/d/18SH1VkvNPvrWoZMR7P6cJ0cbqa1piDUxI9zUO5SeqD8/edit#gid=1035583681",FALSE
Organism,Escherichia coli,FALSE
Additional_Information,"Sample Preparation: 10mg DMAN dissolved in 200ul MeOH, dried in sublimation chanmber and applied on sample",
Organism,Coleus,FALSE
Organism_Part,Jejunum,
Additional_Information,Sample Description: Ovarian tissue,
Organism_Part,Mammary gland,
Sample_Growth_Conditions,Dosed,
Organism_Part,Tail,
Condition,Reaggregates,
Organism,Cavia porcellus (guinea pig),FALSE
Organism_Part,Gastrocnemius,
Organism,Penmark,FALSE
Additional_Information,"Sample Description: Ovarian tissues were obtained from age-matched healthy and
cancerous C-strain white leghorn commercial egg laying hens. Birds were managed in accordance with the Institute for Laboratory Animal Research Guide, and all husbandry practices were approved by North Carolina State University Institutional Animal Care and Use Committee (IACUC). 
Sample Preparation: Tissues were flash frozen in isopentane chilled in a liquid nitrogen bath, and stored at −80 °C until the time of the experiment. The tissues were sectioned into 10 μm-thick sections at −20 °C using a Leica CM1950 cryostat (Buffalo Grove, IL, USA). The tissue sections were thaw mounted onto pre-cleaned glass microscope slides, and were analyzed right away.
Publication DOI: 10.1039/c5an01513h",
Organism,Macaca mulatta,FALSE
Additional_Information,"Sample Description: One healthy male rhesus macaque (Macaca mulatta) was given
7 daily oral doses of 200 mg of efavirenz (EFV). This dose of EFV equates to roughly 60 mg/kg and is consistent with standard treatment doses for SIV. The animal was euthanized by pentobarbital overdose 24 h after the final dose of EFV, and necropsy was performed by the pathology staff at the California National Primate Research Center.
Sample Preparation: Tissue samples were snap-frozen on dry ice and stored at 80°C until analysis. Ten micron sections of each tissue (dosed
and nondosed) were sliced and thaw mounted on a single glass
microscope slide uniformly coated with internal standards.  
Publication DOI: 10.1128/AAC.04952-14",
Additional_Information,"Imaging conducted at 10 pixels per second (MS scan time 0.086s- interscan time 0.014s). Pixel dimensions 100 micron x 100 micron, therefore stage x-speed 1mm/s. 
Total acquisition time ~30 minutes
Publication DOI: Not yet",
Additional_Information,"Sample Preparation: 20mg DMAN dissolved in 200ul MeOH, dried in sublimation chanmber and applied on sample, 30att, no 10% filter

PFA 2% 5min",
Additional_Information,"Sample Preparation: 20mg DMAN dissolved in 200ul MeOH, dried in sublimation chanmber and applied on sample, 25att, no 10% filter

PFA 2% 5min",
Additional_Information,"Sample Description: HepaRG + LPS 16hrs Stained
Sample Preparation: Spray robot: DHB
- flow: 0.05mg/ml
- conc: 10mg/ml
- passages: 20
- matrix density: 0.00417 mg/mm2",FALSE
Additional_Information,"Sample Description: Human cervical tissues were obtained from the University of North Carolina Tissue Procurement Facility through UNC IRB #09-0921. 

Sample Preparation: The tissues were prepared and incubated in FTC, TFV, and RAL at a concentration of 100 μg/mL as previously described [49].Tissues were cryosectioned using a Leica CM1950 cryomicrotome (Buffalo Grove, IL, USA) to a thickness of 10 μm.
Publication DOI: 10.1007/s00216-014-8220-y",
Tissue_Modification,Paraformaldehyde,
Additional_Information,"dede
Sample Description: degt
Sample Preparation: frefqre
Expected Molecules: fwer",
Sample_Stabilisation,Dehydration,
Sample_Stabilisation,Fresh_Frozen,
MALDI_Matrix,4-Phenyl-alpha-cyanocinnamic acid amide,FALSE
Condition,Diabetic,
Additional_Information,"NA
Sample Description: NA
Sample Preparation: NA
Expected Molecules: NA
Publication DOI: NA",
Additional_Information,"Colorectal adenoma
From the paper Oetjen et al. (2015) GigaScience, doi:10.1186/s13742-015-0059-4
Data from http://www.ebi.ac.uk/metabolights/MTBLS176",
Condition,NASH,
Sample_Stabilisation,Flat,
Organism_Part,GEMM Tumor,
Condition,Dosed vs. vehicle,
Additional_Information,"NA
Sample Description: NA
Sample Preparation: NA
Expected Molecules: Tryptophan Metabolism Pathway
Publication DOI: NA",
Additional_Information,AP-SMALDI10 Q-E Plus,
Condition,Lean,
MALDI_Matrix_Application,spraying with 100% EtOH,
Additional_Information,"NA
Sample Preparation: NA
Expected Molecules: tryptophan pathway
Publication DOI: NA",
Condition,Bacteria,FALSE
Sample_Growth_Conditions,Pot,
Condition,Fungi,FALSE
Additional_Information,"Sample Description: Breast tissue
Sample Preparation: See MetaboLights repository MTBLS273
Publication DOI: 10.1158/0008-5472.can-14-2258",
Additional_Information,"Sample Preparation: See MetaboLights repository MTBLS289
Publication DOI: 10.1007/s00216-012-5841-x",
Additional_Information,Publication DOI: http://dx.doi.org/10.1039/C3CC48927B,
Additional_Information,"Sample Description: Breast_tissue
Sample Preparation: See_MetaboLights_repository_MTBLS273
Publication DOI: http://www.ebi.ac.uk/metabolights/MTBLS273",
Tissue_Modification,PBS,
Organism,Acromyrmex echinatior,FALSE
Organism_Part,Thorax exoskeleton,
Organism,Acromyrmex octospinosus,FALSE
Condition,"Infected, Escovopsis - no Pseudonocardia bacteria",
Condition,"Infected, Trichoderma",
Tissue_Modification,Sch,
Additional_Information,Sample Description: 100um x 100um,
Organism,Apple,FALSE
Additional_Information,"Sample Preparation: , QExactive+",
Organism,Control,FALSE
Organism_Part,Control,FALSE
Additional_Information,"Sample Description: tape
Sample Preparation: AP-SMALDI10",
Condition,Healthy and Diabetic,
MALDI_Matrix_Application,tm sprayer,
Additional_Information,synapt,
Organism_Part,EMT6 Tumors,
Additional_Information,Sample Preparation: AP-SMALDI5 AF ,
Organism,Barley,FALSE
Additional_Information,"Expected Molecules: [[""PC(13:0/13:0)"", """", ""C34H68NO8P""],  [""PE(12:0/12:0)"", """", ""C29H58NO8P""],  [""PG(12:0/12:0)"", """", ""C30H59O10P""],  [""PS(12:0/12:0)"", """", ""C30H58NO10P""],  [""PA(12:0/12:0)"", """", ""C27H53O8P""],  [""Ceramide (d18:1/12:0)"", """", ""C30H59NO3""],  [""lyso PC(13:0)"", """", ""C21H44NO7P""],  [""Sitosterol"", """", ""C29H50O""],  [""lyso PE(13:0)"", """", ""C18H38NO7P""],  [""lyso PG(13:0)"", """", ""C19H39O9P""],  [""GlcCer(d18:1/12:0)"", """", ""C36H69NO8""],  [""Cardiolipin(56:0)"", """", ""C65H124Na2O17P2""],  [""TAG(17:0/17:1/17:0)"", """", ""C54H97D5O6""],  [""lyso PS(13:0)"", """", ""C19H38NO9P""],  [""lyso PI(13:0)"", """", ""C22H43O12P""],  [""ganglioside"", """", ""C73H130N3NaO31""]]",
Organism,Danio rerio,FALSE
Organism,Olavius ilvae,FALSE
Additional_Information,"Sample Description: Streamline MetaSpace to Metabolights
Sample Preparation: Specific DHB preparation of epididymis sections",
Tissue_Modification,Homogenisation,FALSE
Additional_Information,Mimetic tissue: matrix optimization,FALSE
Additional_Information,Mimetic tissue: protocol optimization,FALSE
Organism_Part,MLN,
Sample_Growth_Conditions,Enviromental,
Additional_Information,"Mimetic tissue: matrix optimization
Expected Molecules: ATP",FALSE
MALDI_Matrix_Application,spotting,FALSE
Additional_Information,"Sample Description: ATP standard 5 mM to 0.5 nM with 9-AA blank
Sample Preparation: 50:50 MeOH/water solution* dried at RT
*Samples with high concentration are a suspension rather than a solution.
Spots applied to the metal plate pre-cooled on regular ice to minimize solvent evaporation during sample prep.
All work done in nitrogen atmosphere to avoid air moisture condensation on the cold metal plate.",FALSE
Additional_Information,"Sample Description: ATP standard 5 mM to 0.5 nM with a DHB blank
Sample Preparation: 50:50 MeOH/water solution dried at RT.
Spots applied to the metal plate pre-cooled on regular ice to minimize solvent evaporation during sample prep.
All work done in nitrogen atmosphere to avoid air moisture condensation on the cold metal plate.
Expected Molecules: ATP",FALSE
Organism,Xiphidium caeruleum,FALSE
Condition,Necrotic lesion,
Additional_Information,"Mimetic tissue: matrix optimization
Sample Description: ATP standard 100 mM
Expected Molecules: ATP",FALSE
Additional_Information,"Mimetic tissue: matrix optimization
Sample Description: ATP standard 5 mM to 0.5 nM with a DHB blank
Sample Preparation: 50:50 MeOH/water solution dried at RT
Expected Molecules: ATP",FALSE
Additional_Information,"Mimetic tissue: matrix optimization
Sample Description: ATP standard 100 mM, 10 mM, blank
Expected Molecules: ATP",FALSE
Additional_Information,"Sample Description: ATP-Mg2+ standard 25 mM to 250 pM with a 9AA blank
Sample Preparation: 50:50 '95%EtOH':water solution
Spot 2 microliters on metal plate on regular ice to prevent solvent evaporation. 
Transfer metal plate on dry-ice+ACN (~ -40oC) to quickly freeze the spots.
Dessicate sample from frozen.
All work carried out in nitrogen atmosphere to avoid any air moisture condensation on metal plate, which ruins it.
Expected Molecules: ATP",FALSE
Additional_Information,"Mimetic tissue: ATP detection
Sample Description: ATP standard 100 mM to 0.5 nM with a blank
Expected Molecules: ATP",FALSE
Sample_Growth_Conditions,Environmetal,
Additional_Information,Mimetic tissue: different organs,FALSE
Condition,"Cancer, primary, GIST",
Additional_Information,"Mimetic tissue: different organs
Sample Description: [[Liver, Heart, Muscle], [Lung, Kidney, Brain]]",FALSE
Additional_Information,Cellzome standards,FALSE
MALDI_Matrix_Application,IMatrixSpray,
Additional_Information,"Mimetic tissue: different organs
Sample Description: [[Liver, heart, muscle], [Lung, kidney, brain]]",FALSE
Additional_Information,"Sample Description: Standards: [10-3, 10-4, 10-5]
Sample Preparation: 0.5 μL standards dilution + 0.5 μl DHB matrix",FALSE
Additional_Information,"https://www.ebi.ac.uk/metabolights/MTBLS313
Publication DOI: 10.1038/nmeth.4072",
Sample_Growth_Conditions,Dmem,
Additional_Information,"Sample Description: ATP standard 100 mM to 10 nM with a blank
[10 mM, 100 mM, blanck], [10 μM, 100 μM, 1 mM]. [10 nm, 100 nm, 1 μM]
Expected Molecules: ATP",FALSE
Additional_Information,"Mimetic tissue: ATP detection
Sample Description: ATP standard 100 mM to 10 nM with a blank
[10 mM, 100 mM, blanck], [10 μM, 100 μM, 1 mM]. [10 nm, 100 nm, 1 μM]
Expected Molecules: ATP",FALSE
MALDI_Matrix,DHB and DAN,FALSE
Additional_Information,"Sample Description: Standards [1:10+DHB, 1:100+DHB], [1:10+DAN, 1:100+DAN]
Sample Preparation: 0.5 μL standard dilution + 0.5 μL matrix
Dilution with methanol",FALSE
Condition,Nona,
Additional_Information,"Mimetic tissue: ATP detection
Sample Description: ATP [1 mM, 100µM, blank], [blank, 100 mM, 10 mM]
Expected Molecules: ATP",FALSE
Additional_Information,"Sample Description: ATP [10mM, 100mM, blank], [ - , 100 μL, 
Expected Molecules: ATP",FALSE
Additional_Information,Expected Molecules: ATP,FALSE
Organism_Part,Peritoneum,
Condition,Atherosclerosis plaque,
Additional_Information,Mimetic tissue,FALSE
Additional_Information,Brain section,
Organism,Leptosphaeria maculans,FALSE
Additional_Information,"Sample Description: The imaging data sets are produced on MALDI LTQ Orbitrap XL . They are measurements of Wild type mice liver tissues. The aim is to compare two groups of these liver tissues (control and fasting) regarding their lipids/ metabolites content.

Tissues are scanned in a horizontal raster mode with a lateral resolution of 100 µm in a meandering pattern with a laser beam size of 80 µm×60 µm. Full scan mass spectra were registered in positive ion mode averaging 2 microscans per step at m/z 200–1500 Da mass range, and a mass resolution of 60000 was used on the FT MS analyzer.
Sample Preparation: LTQ Orbitrap",
Organism_Part,Colony,FALSE
Sample_Growth_Conditions,Microchanel,
Organism_Part,Leaves,FALSE
Organism,Worm,FALSE
Condition,Control and resistance,
MALDI_Matrix_Application,Sieving,FALSE
Additional_Information,primary cells,FALSE
Organism_Part,Spreadout,
Organism_Part,T84 cells Gut,FALSE
Condition,K12,
Organism_Part,Tripartite,
Additional_Information,Sample Description: primary cells,FALSE
MALDI_Matrix,DHB/Fe3O4,FALSE
MALDI_Matrix,Pt,FALSE
MALDI_Matrix,Ti,FALSE
MALDI_Matrix,Cu,FALSE
MALDI_Matrix,Ni,FALSE
Additional_Information,"-
Sample Description: rat liver control before treating with Donepezil
Sample Preparation: section 10µm; matrix application with SunCollect sprayer
Expected Molecules: -
Publication DOI: -",
Additional_Information,"-
Sample Description: rat brain 
drug dosed animal
Sample Preparation: section 10µm; matrix application with SunCollect sprayer
Expected Molecules: -
Publication DOI: -",
Additional_Information,"-
Sample Description: rat liver treated with 30 mg Donepezil
Sample Preparation: section 10µm; matrix application with SunCollect sprayer
Expected Molecules: -
Publication DOI: -",
Condition,Wildtype and knock out,
Condition,"Cancer, gastric model",
Additional_Information,Publication DOI: https://doi.org/10.1016/j.neo.2016.07.002,
Additional_Information,Publication DOI: https://doi.org/10.1016/j.bbadis.2017.04.006,
MALDI_Matrix,"2,5-dihydroxybenzoic acid (DHB)/Fe3O4 binary mix",FALSE
Additional_Information,"Sample Description: Rat Prostate cancer 
Sample Preparation: Specific DCTB preparation for Chlordecone detection
Expected Molecules: Chlordecone : C10Cl10O2H2",
Organism,Chenopodium quinoa,FALSE
Organism,Thapsia garganica,FALSE
Additional_Information,Sample Description: Sample is analyzed by LESA imaging after we performed MALDI imaging. ,
Sample_Growth_Conditions,Other,
Additional_Information,"Sample Description: Rat Prostate cancer 
Sample Preparation: Specific DCTB preparation for Chlordecone detection",
Organism,Trifolium repens,FALSE
Additional_Information,QExactive HF; AP-SMALDI5 AF,
Organism,Sal,FALSE
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB standard method",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB standard method but 0.5 bar",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB standard method with MeOH recrystallization",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB MeOH/H2O",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB prewash MeOH",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB-MeOH prewash MeOH",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB_standard",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB_standard + prespray MeOH",
Organism,Laccaria bicolor and pseudotsuga menziesii,FALSE
Organism_Part,"Root, hyphae",FALSE
MALDI_Matrix_Application,manual,FALSE
Tissue_Modification,HHQ spotted molecule 1 femtomol/µl,FALSE
MALDI_Matrix_Application,Spray_Robot,
Additional_Information,"Sample Description: Mouse Brain with spotted HHQ molecule
Sample Preparation: 1 femtomol/µl HHQ molecule spotted (0.5µl)
Expected Molecules: HHQ molecule (m/z [M+H+] = 244,169591) ",
Additional_Information,"Sample Preparation: 12 um sections, sagattial plane, thaw mounted on ITO",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHB_standard + Gelatine",
Additional_Information,Sample Description: MTBLS273; recalibrated imzML file,
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: LDI",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: DHBstandard_Gelatine",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: 300µl_5mg/ml_7/3EtOH/H2O
Gelatine",
Additional_Information,"QExactive HF; AP-SMALDI5 AF
Sample Preparation: 300µl_20mg/ml_1/1EtOH/H2O
Gelatine",
MALDI_Matrix_Application,Spray coating,
Additional_Information,"Method (will be) published in Chemistry and Physics of Lipids.
AP-SMALDI 10
Sample Description: Four textile swatches combined in one image. Lard was applied to swatches, which were washed with lipase containing laundry detergent. 
Sample Preparation: Method (will be) published in Chemistry and Physics of Lipids.
Expected Molecules: TGAs, DGAs, MGAs and FFAs.",
Organism,Strigeidida,FALSE
Additional_Information,AP-SMALDI5 AF,
Organism,Aconitum lycoctonum,FALSE
Organism_Part,Intestinal mucus,
Organism_Part,Stomach mucus,
Organism,Grape berries,FALSE
Additional_Information,Sample Description: MTBLS385; recalibrated imzML file,
Organism_Part,Plantlet,
Condition,Wild type VS mutant,
Organism,Bellis perennis,FALSE
Organism,Paramecium caudatum,FALSE
Additional_Information,"AP-SMALDI10
Sample Preparation: AP-SMALDI10",
Additional_Information,"3.8 pixel/s; QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI5 AF ",
Additional_Information,"QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI5 AF ",
Additional_Information,"Smartpixel; QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI5 AF ",
Condition,Early,
Condition,Ripe,FALSE
Condition,Late,
Organism,2 € coin,FALSE
Organism_Part,Kidney | Muscle,
Condition,Coculture Human HEK293T with Mouse NIH/3T3,FALSE
Condition,Atherosclerosis,
Organism,Spruce,FALSE
Condition,Control obese,
Additional_Information,Publication DOI: 10.1017/S1551929516000018,
MALDI_Matrix_Application,Bruker Sprayer,
Additional_Information,Data from 2013,
Organism,Caco-2,FALSE
Condition,Wt,
Additional_Information,"Sample Description: sagittal mouse brain section 10µm section, DHB sprayed, measured by solariX 2XR
Sample Preparation: HTX M3 for DHB spray",
MALDI_Matrix,5-chloro-2-Mercaptobenzothiazole (CMBT),
Sample_Growth_Conditions,CO2,
Organism_Part,Aorta,
Organism,Acromyrmex octospinosus | Pseudonocardia bacteria,FALSE
Organism,Acromyrmex echinatior | Pseudonocardia bacteria,FALSE
Condition,"Infected, Escovopsis; Trichoderma; Metarhizium - pesudo-free",
Condition,Control and Escovopsis-infected,
Organism,Gallus domesticus (chicken) and sus scrofa domesticus (pig),FALSE
Organism_Part,Muscle and liver,
Additional_Information,"QExactive+
AP-SMALDI 10",
Organism_Part,Liver_PA,
Condition,Store bought,FALSE
Sample_Stabilisation,Liquid N2,
Sample_Stabilisation,Al foil +liquid N2,
Additional_Information,"Sample Description: Sublimation of serial section 
Sample Preparation: Sublimation then recrystallization 80C 0.5% AcOH 3.5 min",
Organism,Fish,FALSE
Organism,Populus nigra,FALSE
Condition,ZRV,
Sample_Growth_Conditions,Environment,
Additional_Information,"AP-SMALDI 10
Sample Description: Clinical Glioma #1382FF m/z610-880",
Additional_Information,"AP-SMALDI 10
Sample Description: Clinical Glioma m/z145-155",
Additional_Information,"AP-SMALDI 10
Sample Description: Clinical Glioma m/z610-880",
Additional_Information,"
 Auto recal {'polarity': 'Negative', 'organ': 'Brain', 'source': 'MALDI', 'database': 'HMDB'}
Sample Preparation: LTQ Orbitrap",
Additional_Information,"KPMP
Sample Description: Fresh Frozen in Liquid N2 without Al, from UTHSA",
Sample_Growth_Conditions,Cf,
Additional_Information,"
 Auto recal {'polarity': 'Positive', 'organ': 'Kidney', 'source': 'MALDI', 'database': 'HMDB-v2.5'}",
Additional_Information,"
 Auto recal {'polarity': 'Positive', 'organ': 'Kidney', 'source': 'MALDI', 'database': 'HMDB'}",
