mouse_model,name,bigg_accessions,hmdb_secondary,kegg_id,lipidmaps_id,inchi_key,hmdb_primary
dtdp,['DTDP C10H13N2O11P2'],"['dtdp_e', 'dtdp[e]', 'dtdp_c', 'dtdp[m]', 'dtdp[c]', 'dtdp_m', 'dtdp_n', 'dtdp[n]', 'dtdp']",['HMDB01274'],['C00363'],,['UJLXYODCHAELLY-XLPZGREQSA-K'],HMDB0001274
dtdp4d6dg,['DTDP-4-dehydro-6-deoxy-D-glucose'],"['dtdp4d6dg_c', 'dtdpddg', 'dtdpddg_c', 'dtdp4d6dg[c]', 'dtdp4d6dg']",['HMDB60081'],['C11907'],,['PSXWNITXWWECNY-UCBTUHGZSA-L'],HMDB0060081
dtdpglu,['DTDPglucose'],"['dtdpglu[c]', 'dtdpglu', 'dtdpglu_c']",['HMDB62805'],['C00842'],,['YSYKRGRSMLTJNL-URARBOGNSA-L'],HMDB0062805
dtdprmn,['DTDP-L-rhamnose'],"['dtdprmn', 'dtdprmn_c', 'dtdprmn[c]']",['HMDB06354'],['C03319'],,['ZOSQFDVXNQFKBY-CGAXJHMRSA-L'],HMDB0006354
dtmp,['DTMP C10H13N2O8P'],"['dtmp_m', 'dtmp_l', 'dtmp', 'dtmp_c', 'dtmp[l]', 'dtmp_p', 'dtmp_e', 'dtmp[e]', 'dtmp_n', 'dtmp[c]', 'dtmp[n]', 'dtmp[m]']",['HMDB01227'],['C00364'],,['GYOZYWVXFNDGLU-XLPZGREQSA-L'],HMDB0001227
dtt,['Dithiothreitol'],"['dtt', 'dtt_c', 'dtt[c]']",['HMDB13593'],['C00265'],,['VHJLVAABSRFDPM-UHFFFAOYSA-N'],HMDB0013593
dttOX,['Oxidized dithiothreitol'],"['dttOX', 'dttOX[c]', 'dttOX_c']",['HMDB59664'],['C01119'],,['YPGMOWHXEQDBBV-QWWZWVQMSA-N'],HMDB0059664
dttp,['DTTP C10H13N2O14P3'],"['dttp_n', 'dttp[e]', 'dttp', 'dttp_c', 'dttp_m', 'dttp[m]', 'dttp[n]', 'dttp_e', 'dttp[c]']",['HMDB01342'],['C00459'],,['NHVNXKFIZYSCEB-XLPZGREQSA-J'],HMDB0001342
dudp,['DUDP C9H11N2O11P2'],"['dudp[m]', 'dudp[c]', 'dudp', 'dudp[n]', 'dudp_m', 'dudp_n', 'dudp_c']",['HMDB01000'],['C01346'],,['QHWZTVCCBMIIKE-SHYZEUOFSA-K'],HMDB0001000
dump,['DUMP C9H11N2O8P'],"['dump[n]', 'dump[m]', 'dump_p', 'dump_m', 'dump_n', 'dump_c', 'dump', 'dump_e', 'dump[c]']",['HMDB01409'],['C00365'],,['JSRLJPSBLDHEIO-SHYZEUOFSA-L'],HMDB0001409
duri,['Deoxyuridine'],"['duri_n', 'duri_m', 'duri_c', 'duri_e', 'duri[n]', 'duri[e]', 'duri', 'duri[c]', 'duri_p', 'duri[m]']",['HMDB00012'],['C00526'],,['MXHRCPNRJAMMIM-SHYZEUOFSA-N'],HMDB0000012
dutp,['DUTP C9H11N2O14P3'],"['dutp[m]', 'dutp_c', 'dutp_m', 'dutp', 'dutp[c]', 'dutp[n]', 'dutp_n']",['HMDB01191'],['C00460'],,['AHCYMLUZIRLXAA-SHYZEUOFSA-J'],HMDB0001191
e4hglu,['L erythro 4 Hydroxyglutamate C5H8NO5'],"['e4hglu[m]', 'e4hglu', 'e4hglu[c]', 'e4hglu_x', 'e4hglu_c', 'e4hglu_m']",['HMDB62752'],['C05947'],,['HBDWQSHEVMSFGY-STHAYSLISA-M'],HMDB0062752
e4p,['D-Erythrose 4-phosphate'],"['e4p_x', 'e4p_c', 'e4p_h', 'e4p[c]', 'e4p', 'e4p_m']",['HMDB01321'],['C00279'],,['NGHMDNPXVRFFGS-IUYQGCFVSA-L'],HMDB0001321
ebastine,['Ebastine c'],"['ebastine_e', 'ebastine[c]', 'ebastine', 'ebastine_c', 'ebastine[e]', 'ebastine[r]', 'ebastine_r']",['HMDB60159'],,,['MJJALKDDGIKVBE-UHFFFAOYSA-O'],HMDB0060159
estradiol,['Estradiol c'],"['estradiol[r]', 'estradiol_e', 'estradiol_c', 'estradiol[c]', 'estradiol[e]', 'estradiol_r', 'estradiol']",,['C00951'],['LMST02010001'],['VOXZDWNPVJITMN-ZBRFXRBCSA-N'],HMDB0000151
estriol,['Estriol c'],"['estriol[r]', 'estriol[c]', 'estriol[e]', 'estriol', 'estriol_r', 'estriol_c']",['HMDB00153'],['C05141'],['LMST02010003'],['PROQIPRRNZUXQM-ZXXIGWHRSA-N'],HMDB0000153
estrone,['Estrone cytosol'],"['estrone', 'estrone[c]', 'estrone_r', 'estrone[e]', 'estrone[r]', 'estrone_c', 'estrone[l]']","['HMDB00145', 'HMDB04449']",['C00468'],['LMST02010004'],['DNXHEGUUPJUMQT-CBZIJGRNSA-N'],HMDB0000145
etha,['Ethanolamine'],"['etha_m', 'etha_p', 'etha_c', 'etha[c]', 'etha', 'etha_e', 'etha[e]']","['HMDB62693', 'HMDB00149']",['C00189'],,['HZAXFHJVJLSVMW-UHFFFAOYSA-O'],HMDB0000149
ethamp,['Ethanolamine phosphate C2H7NO4P'],"['ethamp_r', 'ethamp_g', 'ethamp_c', 'ethamp[e]', 'ethamp[c]', 'ethamp[r]', 'ethamp']","['HMDB60152', 'HMDB60151', 'HMDB00224', 'HMDB12279']",['C00346'],,['SUHOOTKUPISOBE-UHFFFAOYSA-M'],HMDB0000224
etoh,['Ethanol'],"['etoh_x', 'etoh[x]', 'etoh_c', 'etoh[c]', 'etoh[e]', 'etoh', 'etoh_m', 'etoh_p', 'etoh_e', 'etoh_h']",['HMDB00108'],['C00469'],,['LFQSCWFLJHTTHZ-UHFFFAOYSA-N'],HMDB0000108
f1p,['D-Fructose 1-phosphate'],"['f1p_h', 'f1p', 'f1p_c', 'f1p[c]']",,['C01094'],,['RHKKZBWRNHGJEZ-VRPWFDPXSA-L'],HMDB0000399
f26bp,['D Fructose 2 6 bisphosphate C6H10O12P2'],"['f26bp[c]', 'f26bp_c', 'f26bp']",['HMDB01047'],['C00665'],,['YXWOAJXNVLXPMU-ZXXMMSQZSA-J'],HMDB0001047
f6p,['D-Fructose 6-phosphate'],"['f6p_p', 'f6p_x', 'f6p_h', 'f6p', 'f6p_e', 'f6p_c', 'f6p[c]']",['HMDB03971'],['C05345'],,['BGWGXPAPYGQALX-ARQDHWQXSA-L'],HMDB0003971
fad,['Flavin adenine dinucleotide oxidized'],"['fad_r', 'fad[m]', 'fad_p', 'fad_m', 'fad', 'fad[e]', 'fad_h', 'fad_x', 'fad[r]', 'fad_c', 'fad[c]', 'fad_e', 'fad[x]']",['HMDB01248'],['C00016'],,['IMGVNJNCCGXBHD-UYBVJOGSSA-K'],HMDB0001248
fadh2,['Flavin adenine dinucleotide reduced'],"['fadh2_mm', 'fadh2', 'fadh2[m]', 'fadh2[c]', 'fadh2_x', 'fadh2_c', 'fadh2_h', 'fadh2[x]', 'fadh2_m', 'fadh2_r', 'fadh2[r]']","['HMDB06252', 'HMDB06358', 'HMDB01197']",['C01352'],,['YPZRHBJKEMOYQH-UYBVJOGSSA-L'],HMDB0001197
fald,['Formaldehyde'],"['fald[l]', 'fald_l', 'fald_c', 'fald', 'fald_e', 'fald[e]', 'fald[m]', 'fald[c]', 'fald_p', 'fald_m', 'fald[x]', 'fald_x']",['HMDB01426'],['C00067'],,['WSFSSNUMVMOOMR-UHFFFAOYSA-N'],HMDB0001426
fdp,"['D-Fructose 1,6-bisphosphate']","['fdp[c]', 'fdp_x', 'fdp[e]', 'fdp_c', 'fdp_h', 'fdp']",,['C00354'],,['RNBGYGVWRKECFJ-VRPWFDPXSA-J'],HMDB0001058
fe2,['Fe2+ mitochondria'],"['fe2_h', 'fe2', 'fe2[e]', 'fe2[c]', 'fe2[m]', 'fe2_p', 'fe2_m', 'fe2_c', 'fe2_e']",['HMDB00692'],['C14818'],,['CWYNVVGOOAEACU-UHFFFAOYSA-N'],HMDB0000692
fe3,['Iron (Fe3+)'],"['fe3_p', 'fe3[e]', 'fe3[c]', 'fe3_h', 'fe3_e', 'fe3', 'fe3_c']",['HMDB12943'],['C14819'],,['VTLYFUHAOXGGBS-UHFFFAOYSA-N'],HMDB0015531
fgam,['N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide'],"['fgam_c', 'fgam[c]', 'fgam_m', 'fgam_h', 'fgam']","['HMDB06476', 'HMDB01308']",['C04376'],,['VDXLUNDMVKSKHO-ZRTZXPPTSA-L'],HMDB0001308
fmn,['FMN C17H19N4O9P'],"['fmn[c]', 'fmn[e]', 'fmn_p', 'fmn_e', 'fmn', 'fmn_c', 'fmn_m', 'fmn_h']",['HMDB01520'],['C00061'],,['ANKZYBDXHMZBDK-SCRDCRAPSA-K'],HMDB0001520
fol,['Folate'],"['fol[c]', 'fol', 'fol_c', 'fol[m]', 'fol[e]', 'fol_m', 'fol_e']",['HMDB00121'],['C00504'],,['OVBPIULPVIDEAO-LBPRGKRZSA-L'],HMDB0000121
for,['Formate'],"['for_n', 'for', 'for_r', 'for_m', 'for[e]', 'for[n]', 'for_p', 'for_c', 'for_e', 'for_h', 'for[r]', 'for[m]', 'for_x', 'for[c]']",['HMDB00142'],['C00058'],,['BDAGIHXWWSANSR-UHFFFAOYSA-M'],HMDB0000142
forcoa,['Formyl-CoA(4-)'],"['formcoa_c', 'forcoa', 'formcoa', 'forcoa_c', 'formcoa[c]']","['HMDB06490', 'HMDB03419']",['C00798'],,['SXMOKYXNAPLNCW-GORZOVPNSA-J'],HMDB0003419
forglu,['N-Formimidoyl-L-glutamate'],"['forglu_c', 'forglu[c]', 'forglu[e]', 'forglu_e', 'forglu']",['HMDB00854'],['C00439'],,['NRXIKWMTVXPVEF-BYPYZUCNSA-M'],HMDB0000854
fpram,['2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine'],"['fpram_c', 'fpram_h', 'fpram[c]', 'fpram']",['HMDB06211'],,,['PMCOGCVKOAOZQM-ZRTZXPPTSA-M'],HMDB0002305
fprica,['5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide'],"['fprica_c', 'fprica', 'fprica[c]']","['HMDB62708', 'HMDB01439']",['C04734'],,['ABCOOORLYAOBOZ-KQYNXXCUSA-L'],HMDB0001439
frdp,['Farnesyl diphosphate'],"['frdp[r]', 'frdp[x]', 'frdp_m', 'frdp[c]', 'frdp_r', 'frdp_x', 'frdp', 'frdp_c', 'frdp_h']","['HMDB04201', 'HMDB00961']",['C00448'],['LMPR0103010002'],['VWFJDQUYCIWHTN-YFVJMOTDSA-K'],HMDB0000961
fru,['D-Fructose'],"['fru[e]', 'fru_c', 'fru[c]', 'fru_p', 'fru_e', 'fru']",['HMDB62538'],"['C00095', 'C01496', 'C10906', 'C05003']",,['RFSUNEUAIZKAJO-VRPWFDPXSA-N'],HMDB0001076
fuc1p__L,['L-Fucose 1-phosphate'],"['fuc1p__L_e', 'fuc1p_DASH_L_e', 'fuc1p__L_c', 'fuc1p__L', 'fuc1p_DASH_L_c', 'fuc1p_L_c', 'fuc1p_L[c]']",['HMDB01265'],['C02985'],,['PTVXQARCLQPGIR-SXUWKVJYSA-L'],HMDB0001265
fuc__L,['L-Fucose'],"['fuc_DASH_L_c', 'fuc_L_p', 'fuc__L_l', 'fuc__L_c', 'fuc_DASH_L_e', 'fuc__L', 'fuc_DASH_L_l', 'fuc_L[c]', 'fuc__L_p', 'fuc_L[e]', 'fuc_DASH_L_p', 'fuc_L_c', 'fuc_L[l]', 'fuc_L_l', 'fuc__L_e', 'fuc_L_e']",['HMDB62489'],,,['PNNNRSAQSRJVSB-KCDKBNATSA-N'],HMDB0000174
fum,['Fumarate'],"['fum_x', 'fum[c]', 'fum[e]', 'fum_h', 'fum_p', 'fum_m', 'fum[m]', 'fum', 'fum_e', 'fum_c']",['HMDB00134'],['C00122'],,['VZCYOOQTPOCHFL-OWOJBTEDSA-L'],HMDB0000134
g1p,['D-Glucose 1-phosphate'],"['g1p', 'g1p_h', 'g1p_c', 'g1p[c]', 'g1p[e]', 'g1p_e', 'g1p_p']","['HMDB01306', 'HMDB01586']",['C00103'],,['HXXFSFRBOHSIMQ-GASJEMHNSA-L'],HMDB0001586
g3p,['Glyceraldehyde 3-phosphate'],"['g3p_e', 'g3p_c', 'g3p[c]', 'g3p_x', 'g3p_h', 'g3p', 'g3p_m', 'g3p_f']",['HMDB01112'],"['C00118', 'C00661']",,['LXJXRIRHZLFYRP-VKHMYHEASA-L'],HMDB0001112
g3pc,['Sn-Glycero-3-phosphocholine'],"['g3pc_p', 'g3pc_e', 'g3pc', 'g3pc[e]', 'g3pc[c]', 'g3pc_c']",,['C00670'],,['SUHOQUVVVLNYQR-MRVPVSSYSA-N'],HMDB0000086
g6p,['D-Glucose 6-phosphate'],"['g6p[c]', 'g6p[r]', 'g6p_c', 'g6p_r', 'g6p_p', 'g6p_e', 'g6p_h', 'g6p']","['HMDB06793', 'HMDB01401', 'HMDB01549']",['C00092'],,['NBSCHQHZLSJFNQ-GASJEMHNSA-L'],HMDB0001401
gal,['D-Galactose'],"['gal_p', 'gal[e]', 'gal[c]', 'gal_n', 'gal_c', 'gal_l', 'gal_e', 'gal', 'gal_h', 'gal_x', 'gal[l]']","['HMDB00143', 'HMDB05762']","['C00984', 'C00124']",,['WQZGKKKJIJFFOK-PHYPRBDBSA-N'],HMDB0000143
gal1p,['Alpha-D-Galactose 1-phosphate'],"['gal1p_e', 'gal1p_p', 'gal1p', 'gal1p_x', 'gal1p[c]', 'gal1p_c', 'gal1p_h']","['HMDB00645', 'HMDB62705', 'HMDB03359']","['C03384', 'C00446']",,['HXXFSFRBOHSIMQ-FPRJBGLDSA-L'],HMDB0000645
galt,['Galactitol'],"['galt_p', 'galt[e]', 'galt_e', 'galt[c]', 'galt_c', 'galt']",['HMDB00107'],['C01697'],,['FBPFZTCFMRRESA-GUCUJZIJSA-N'],HMDB0000107
gam,['D-Glucosamine'],"['gam[e]', 'gam_e', 'gam', 'gam_p', 'gam[c]', 'gam_c']","['HMDB06479', 'HMDB01514', 'HMDB15410']",['C00329'],,['MSWZFWKMSRAUBD-IVMDWMLBSA-O'],HMDB0001514
gam6p,['D-Glucosamine 6-phosphate'],"['gam6p_e', 'gam6p', 'gam6p_x', 'gam6p[c]', 'gam6p_c', 'gam6p_p']",,['C00352'],,['XHMJOUIAFHJHBW-IVMDWMLBSA-M'],HMDB0001254
gar,['N1-(5-Phospho-D-ribosyl)glycinamide'],"['gar_m', 'gar_h', 'gar', 'gar_c', 'gar[c]']",['HMDB02022'],['C03838'],,['OBQMLSFOUZUIOB-HJZCUYRDSA-M'],HMDB0002022
gcald,['Glycolaldehyde'],"['gcald[m]', 'gcald_e', 'gcald', 'gcald_m', 'gcald_c', 'gcald_p', 'gcald[c]']","['HMDB03344', 'HMDB02165']",['C00266'],,['WGCNASOHLSPBMP-UHFFFAOYSA-N'],HMDB0003344
gdchola,['Glycochenodeoxycholate'],"['gdchola', 'gdchola_e', 'gdchola_x', 'gdchola_c']",['HMDB06898'],['C05466'],"['LMST05030003', 'LMST05030008']",['GHCZAUBVMUEKKP-GYPHWSFCSA-M'],HMDB0006898
gdp,['GDP C10H12N5O11P2'],"['gdp_h', 'gdp_r', 'gdp[n]', 'gdp[g]', 'gdp_c', 'gdp_e', 'gdp', 'gdp[e]', 'gdp_m', 'gdp_p', 'gdp_n', 'gdp[c]', 'gdp[m]', 'gdp_g']",['HMDB01201'],['C00035'],,['QGWNDRXFNXRZMB-UUOKFMHZSA-K'],HMDB0001201
gdpddman,['GDP-4-dehydro-6-deoxy-D-mannose'],"['gdpddman[c]', 'gdpddman', 'gdpddman_c']",,['C01222'],,['PNHLMHWWFOPQLK-BKUUWRAGSA-L'],HMDB0001346
gdpfuc,['GDP-L-fucose'],"['gdpfuc_g', 'gdpfuc', 'gdpfuc[g]', 'gdpfuc_c', 'gdpfuc[c]']",['HMDB01095'],['C00325'],,['LQEBEXMHBLQMDB-JGQUBWHWSA-L'],HMDB0001095
gdpmann,['GDP-D-mannose'],"['gdpmann_c', 'gdpmann_g', 'gdpmann[c]', 'gdpmann', 'gdpmann[g]']",['HMDB01163'],['C00096'],,['MVMSCBBUIHUTGJ-GDJBGNAASA-L'],HMDB0001163
ggdp,['Geranylgeranyl diphosphate C20H33O7P2'],"['ggdp_h', 'ggdp_u', 'ggdp[c]', 'ggdp', 'ggdp_c']","['HMDB60109', 'HMDB04486']",['C00353'],['LMPR0104010001'],['OINNEUNVOZHBOX-QIRCYJPOSA-K'],HMDB0004486
glc__D,['D-Glucose'],"['glc_DASH_D_r', 'glc_D[c]', 'glc_D_p', 'glc__D_e', 'glc__D_g', 'glc_DASH_D_e', 'glc_D[g]', 'glc_D[r]', 'glc__D_l', 'glc__D_x', 'glc_DASH_D_g', 'glc_D_v', 'glc__D_r', 'glc_D[e]', 'glc_D[l]', 'glc_D_c', 'glc_DASH_D_p', 'glc__D_p', 'glc-D[c]', 'glc-D[e]', 'glc_DASH_D_l', 'glc_DASH_D_c', 'glc_D_e', 'glc__D_c', 'glc__D', 'glc_D_l', 'glc_DASH_D_v', 'glc_D_r']","['HMDB06564', 'HMDB00122']",['C00031'],,['WQZGKKKJIJFFOK-GASJEMHNSA-N'],HMDB0000122
glcr,['D-Glucarate'],"['glcr[m]', 'glcr_m', 'glcr', 'glcr_p', 'glcr_e', 'glcr_c', 'glcr[e]', 'glcr[c]']","['HMDB00663', 'HMDB29881']",['C00818'],['LMFA01170108'],['DSLZVSRJTYRBFB-LLEIAEIESA-L'],HMDB0000663
glcur,['D-Glucuronate'],"['glcur_c', 'glcur[e]', 'glcur[r]', 'glcur', 'glcur_l', 'glcur_p', 'glcur[l]', 'glcur_r', 'glcur[c]', 'glcur_e']",,['C00191'],,['AEMOLEFTQBMNLQ-AQKNRBDQSA-M'],HMDB0000127
glcur1p,['D-Glucuronate 1-phosphate'],"['glcur1p', 'glcur1p_e', 'glcur1p_p', 'glcur1p[c]', 'glcur1p_c']","['HMDB06329', 'HMDB03976']",['C05385'],,['AIQDYKMWENWVQJ-QIUUJYRFSA-K'],HMDB0003976
gln__L,['L-Glutamine'],"['gln__L_e', 'gln_DASH_L_p', 'gln__L', 'gln_L_e', 'gln__L_p', 'gln_L_m', 'gln__L_c', 'gln_DASH_L_e', 'gln_DASH_L_m', 'gln_L[c]', 'gln_DASH_L_h', 'gln_L_n', 'gln_L[e]', 'gln__L_m', 'gln_L_v', 'gln__L_h', 'gln_L_p', 'gln_DASH_L_n', 'gln-L[c]', 'gln_DASH_L_c', 'gln_L_c', 'gln_L[m]', 'gln-L[e]']",['HMDB00641'],"['C00064', 'C00303']",,['ZDXPYRJPNDTMRX-VKHMYHEASA-N'],HMDB0000641
glu5p,['L-Glutamate 5-phosphate'],"['glu5p_m', 'glu5p[c]', 'glu5p_x', 'glu5p_c', 'glu5p[m]', 'glu5p']",['HMDB01228'],['C03287'],,['PJRXVIJAERNUIP-VKHMYHEASA-L'],HMDB0001228
glu5sa,['L-Glutamate 5-semialdehyde'],"['glu5sa_x', 'glu5sa', 'glu5sa_c', 'glu5sa[m]', 'glu5sa[c]', 'glu5sa_m']",['HMDB02104'],['C01165'],,['KABXUUFDPUOJMW-BYPYZUCNSA-N'],HMDB0002104
glu__L,['L-Glutamate'],"['glu_DASH_L_n', 'glu_DASH_L_r', 'glu__L_m', 'glu_L[r]', 'glu__L_c', 'glu_DASH_L_l', 'glu_L_p', 'glu-L[e]', 'glu-L[c]', 'glu_DASH_L_c', 'glu_L_e', 'glu_L[l]', 'glu__L_r', 'glu_L_n', 'glu_L_c', 'glu_L[e]', 'glu_DASH_L_h', 'glu_L[c]', 'glu_L_v', 'glu__L_l', 'glu_DASH_L_m', 'glu_DASH_L_e', 'glu__L_e', 'glu_DASH_L_p', 'glu__L', 'glu_L[m]', 'glu_L_r', 'glu_L_l', 'glu__L_h', 'glu__L_p', 'glu_L_m', 'glu_DASH_L_x', 'glu_L_x']","['HMDB60475', 'HMDB00148']","['C00302', 'C00025']",,['WHUUTDBJXJRKMK-VKHMYHEASA-M'],HMDB0000148
gluala,['5 L Glutamyl L alanine C8H13N2O5'],"['gluala_e', 'gluala_c', 'gluala[e]', 'gluala']",['HMDB06248'],,,['WQXXXVRAFAKQJM-WHFBIAKZSA-M'],HMDB0006248
glucys,['Gamma-L-Glutamyl-L-cysteine'],"['glucys_c', 'glucys_h', 'glucys', 'glucys[c]', 'glucys[e]']",['HMDB01049'],['C00669'],,['RITKHVBHSGLULN-WHFBIAKZSA-M'],HMDB0001049
glutcoa,['Glutaryl-CoA mitochondria'],"['glutcoa_c', 'glutcoa[c]', 'glutcoa[m]', 'glutcoa', 'glutcoa_m']",['HMDB01339'],['C00527'],['LMFA07050324'],['SYKWLIJQEHRDNH-CKRMAKSASA-I'],HMDB0001339
glx,['Glyoxylate'],"['glx_e', 'glx[c]', 'glx_x', 'glx[x]', 'glx_h', 'glx', 'glx_m', 'glx[m]', 'glx_c', 'glx[e]']",['HMDB00119'],['C00048'],,['HHLFWLYXYJOTON-UHFFFAOYSA-M'],HMDB0000119
gly,['Glycine'],"['gly_l', 'gly_c', 'gly_p', 'gly[m]', 'gly_m', 'gly[c]', 'gly_e', 'gly_x', 'gly[r]', 'gly_h', 'gly[x]', 'gly[l]', 'gly[e]', 'gly']",['HMDB00123'],['C00037'],,['DHMQDGOQFOQNFH-UHFFFAOYSA-N'],HMDB0000123
glyald,['D-Glyceraldehyde'],"['glyald[c]', 'glyald[m]', 'glyald_m', 'glyald[e]', 'glyald', 'glyald_c', 'glyald_e', 'glyald_h', 'glyald_p']",,['C00577'],,['MNQZXJOMYWMBOU-VKHMYHEASA-N'],HMDB0001051
glyb,['Glycine betaine'],"['glyb[c]', 'glyb', 'glyb_e', 'glyb[e]', 'glyb_c', 'glyb_m', 'glyb[m]', 'glyb_p']","['HMDB00043', 'HMDB59606']",['C00719'],,['KWIUHFFTVRNATP-UHFFFAOYSA-N'],HMDB0000043
glyc,['Glycerol'],"['glyc_c', 'glyc[m]', 'glyc_m', 'glyc_p', 'glyc_x', 'glyc_h', 'glyc[e]', 'glyc[c]', 'glyc', 'glyc_e']",['HMDB00131'],['C00116'],,['PEDCQBHIVMGVHV-UHFFFAOYSA-N'],HMDB0000131
glyc3p,['Glycerol 3-phosphate'],"['glyc3p_p', 'glyc3p[c]', 'glyc3p[m]', 'glyc3p_m', 'glyc3p[x]', 'glyc3p', 'glyc3p[e]', 'glyc3p_c', 'glyc3p_x', 'glyc3p_e', 'glyc3p_h']","['HMDB02722', 'HMDB00126']",['C00093'],,['AWUCVROLDVIAJX-GSVOUGTGSA-L'],HMDB0000126
glyc__R,['(R)-Glycerate'],"['glyc__R_p', 'glyc_R_m', 'glyc__R_c', 'glyc_DASH_R_e', 'glyc__R_e', 'glyc_R[m]', 'glyc_R_p', 'glyc-R[c]', 'glyc_R[c]', 'glyc_R_e', 'glyc_R[e]', 'glyc_DASH_R_p', 'glyc_DASH_R_c', 'glyc_R_c', 'glyc_DASH_R_m', 'glyc__R', 'glyc_DASH_R_h']","['HMDB00139', 'HMDB31818']",['C00258'],,['RBNPOMFGQQGHHO-UWTATZPHSA-M'],HMDB0000139
glyclt,['Glycolate C2H3O3'],"['glyclt', 'glyclt_p', 'glyclt[x]', 'glyclt[m]', 'glyclt_c', 'glyclt[c]', 'glyclt_m', 'glyclt_x', 'glyclt_e', 'glyclt_h', 'glyclt[e]']","['HMDB00115', 'HMDB03035']",['C00160'],,['AEMRFAOFKBGASW-UHFFFAOYSA-M'],HMDB0000115
gmp,['GMP C10H12N5O8P'],"['gmp_p', 'gmp_e', 'gmp_l', 'gmp[e]', 'gmp_c', 'gmp[c]', 'gmp', 'gmp[n]', 'gmp_r', 'gmp[g]', 'gmp_n', 'gmp_g', 'gmp[l]', 'gmp_m', 'gmp[m]']",['HMDB01397'],['C00144'],,['RQFCJASXJCIDSX-UUOKFMHZSA-L'],HMDB0001397
grdp,['Geranyl diphosphate'],"['grdp', 'grdp[c]', 'grdp[x]', 'grdp_m', 'grdp_h', 'grdp_c', 'grdp_x']","['HMDB06506', 'HMDB02239', 'HMDB01560', 'HMDB01285']",['C00341'],['LMPR0102010001'],['GVVPGTZRZFNKDS-JXMROGBWSA-K'],HMDB0001285
gsn,['Guanosine'],"['gsn[c]', 'gsn_c', 'gsn', 'gsn[e]', 'gsn[m]', 'gsn_e', 'gsn[l]', 'gsn_l', 'gsn_m', 'gsn_p']",['HMDB00133'],['C00387'],,['NYHBQMYGNKIUIF-UUOKFMHZSA-N'],HMDB0000133
gthox,['Oxidized glutathione'],"['gthox', 'gthox[e]', 'gthox[r]', 'gthox_c', 'gthox_m', 'gthox_x', 'gthox_r', 'gthox[c]', 'gthox_e', 'gthox[m]', 'gthox_u', 'gthox_p', 'gthox_h']",['HMDB03337'],['C00127'],,['YPZRWBKMTBYPTK-BJDJZHNGSA-L'],HMDB0003337
gthrd,['Reduced glutathione'],"['gthrd[e]', 'gthrd_m', 'gthrd[c]', 'gthrd_x', 'gthrd_c', 'gthrd_h', 'gthrd_r', 'gthrd[x]', 'gthrd_e', 'gthrd_u', 'gthrd[r]', 'gthrd', 'gthrd[m]', 'gthrd_p', 'gthrd_v']","['HMDB62697', 'HMDB06960', 'HMDB00125', 'HMDB01463']",['C00051'],,['RWSXRVCMGQZWBV-WDSKDSINSA-M'],HMDB0000125
gtocophe,['Gamma-Tocopherol'],"['yvite', 'yvite_c', 'gtocophe_c', 'gtocophe', 'yvite[c]']","['HMDB02634', 'HMDB01492']",['C02483'],"['LMPR02020065', 'LMPR02020060']",['QUEDXNHFTDJVIY-DQCZWYHMSA-N'],HMDB0001492
gtp,['GTP C10H12N5O14P3'],"['gtp[c]', 'gtp[e]', 'gtp_p', 'gtp', 'gtp_e', 'gtp_m', 'gtp[n]', 'gtp_n', 'gtp_h', 'gtp_c', 'gtp[m]']",['HMDB01273'],['C00044'],,['XKMLYUALXHKNFT-UUOKFMHZSA-J'],HMDB0001273
gua,['Guanine'],"['gua_c', 'gua[c]', 'gua', 'gua[e]', 'gua_e', 'gua_m', 'gua_p']",['HMDB00132'],['C00242'],,['UYTPUPDQBNUYGX-UHFFFAOYSA-N'],HMDB0000132
gullac,"['L-Gulono-1,4-lactone']","['gullac[c]', 'gullac_r', 'gullac[r]', 'gullac', 'gullac_c']",['HMDB03466'],['C01040'],,['SXZYCXMUPBBULW-SKNVOMKLSA-N'],HMDB0003466
guln__L,['L-gulonate'],"['guln[c]', 'guln_DASH_L_p', 'guln__L_p', 'guln__L', 'guln_L_e', 'guln_L_c', 'guln_DASH_L_e', 'guln__L_c', 'guln__L_e', 'guln', 'guln_L_p', 'guln_c']",,['C00800'],,['RGHNJXZEOKUKBD-QTBDOELSSA-M'],HMDB0003290
h,['H+'],"['h[l]', 'h_c', 'h_v', 'h_h', 'h[r]', 'h_s', 'h[n]', 'h_p', 'h_n', 'h_u', 'h_r', 'h', 'h_im', 'h[m]', 'h[c]', 'h_x', 'h[x]', 'h_e', 'h_f', 'h[g]', 'h_m', 'h_l', 'h[e]', 'h_cx', 'h[im]', 'h[i]', 'h_g']",['HMDB59597'],['C00080'],,['GPRLSGONYQIRFK-UHFFFAOYSA-N'],HMDB0059597
